instant,cnt,abnormal,x
613,6864,0.00013469224517459466,0.0001346922451741
614,7112,0.0001573780537950098,0.000157378053795
615,6203,0.00022186421099779086,0.0002218642109989
616,7504,0.0002651939851189278,0.0002651939851187
617,5976,0.0003159751889447726,0.0003159751889438
618,8227,0.0004826206352050999,0.0004826206352051
619,7525,0.0005791511115139647,0.0005791511115146
620,7767,0.00064876656255064,0.000648766562551
621,7870,0.0006695494388236911,0.000669549438823
622,7804,0.0006699210989408177,0.0006699210989412
623,8009,0.0006690058515379516,0.0006690058515375
624,8714,0.0006846508112119398,0.0006846508112114
625,7333,0.0006850512662412989,0.0006850512662428
626,6869,0.0006915748364988428,0.0006915748364997
627,4073,0.0006772167236895887,0.00067721672369
628,7591,0.0007127857192746889,0.0007127857192744
629,7720,0.0007206293574332223,0.000720629357433
630,8167,0.000708512721552701,0.0007085127215538
631,8395,0.0007082307853489844,0.0007082307853487
632,7907,0.0007051554532722104,0.0007051554532735
633,7436,0.0007421743336992748,0.0007421743336994
634,7538,0.0008232885627343922,0.0008232885627341
635,7733,0.0008336174502721061,0.0008336174502714
636,7393,0.0008688660700886253,0.0008688660700875
637,7415,0.0007864978740842465,0.0007864978740853
638,8555,0.0007940531005321549,0.0007940531005317
639,6889,0.0008220886257264137,0.0008220886257277
640,6778,0.0007660774174909069,0.0007660774174895
641,4639,0.0007429597624137863,0.0007429597624126
642,7572,0.0007915511114947593,0.0007915511114932
643,7328,0.0010464655388791044,0.0010464655388784
644,8156,0.0016051150758952248,0.0016051150758952
645,7965,0.001871478977376384,0.0018714789773752
646,3510,0.002045319445596938,0.0020453194455964
647,5478,0.0020829042816516985,0.002082904281651
648,6392,0.0017992607113859194,0.0017992607113848
649,7691,0.0015531400692238018,0.0015531400692242
650,7570,0.0015515435764134056,0.001551543576414
651,7282,0.0016514227855015662,0.0016514227855017
652,7109,0.0016210976282245992,0.001621097628223
653,6639,0.0015507181360570055,0.0015507181360556
654,5875,0.001458824816881088,0.0014588248168797
655,7534,0.0014533495641851912,0.0014533495641865
656,7461,0.0014307939274408321,0.0014307939274406
657,7509,0.0013605612580386284,0.0013605612580388
658,5424,0.0013706192644901138,0.0013706192644876
659,8090,0.0013877297725833904,0.0013877297725831
660,6824,0.0014589719328758077,0.0014589719328758
661,7058,0.0015883904411447825,0.0015883904411438
662,7466,0.0016079273325629861,0.0016079273325645
663,7693,0.001612639971729446,0.0016126399717296
664,7359,0.0016291342097742856,0.0016291342097747
665,7444,0.0016644806680192747,0.0016644806680177
666,7852,0.0019253594244068584,0.001925359424407
667,4459,0.004191200611447177,0.0041912006114478
668,22,0.005045009106596776,0.0050450091065967
669,1096,0.005193556279681877,0.0051935562796827
670,5566,0.003906365657955213,0.0039063656579549
671,5986,0.004400322002606427,0.0044003220026064
672,5847,0.005472211199236798,0.0054722111992356
673,5138,0.006062190181371996,0.006062190181372
674,5107,0.0065659381619928014,0.0065659381619928
675,5259,0.006282757600115874,0.0062827576001154
676,5686,0.006181050656501985,0.0061810506565019
677,5035,0.006260954993104306,0.0062609549931049
678,5315,0.005607260543860626,0.005607260543861
679,5992,0.004569116271141982,0.004569116271141
680,6536,0.00614726529284515,0.0061472652928449
681,6852,0.007336100164621606,0.0073361001646209
682,6269,0.0076907583089077525,0.0076907583089079
683,4094,0.0073822955897935305,0.0073822955897933
684,5495,0.006498012411373932,0.0064980124113754
685,5445,0.006223174195819858,0.0062231741958207
686,5698,0.006367785531735892,0.0063677855317365
687,5629,0.0065157535293437485,0.0065157535293433
688,4669,0.006877235446986152,0.006877235446985
689,5499,0.006951921586205945,0.0069519215862052
690,5634,0.006807874547083981,0.0068078745470844
691,5146,0.006800419829293025,0.0068004198292925
692,2425,0.006299245188271629,0.0062992451882734
693,3910,0.004172474543783,0.0041724745437834
694,2277,0.005831082193896497,0.0058310821938969
695,2424,0.007409074755882927,0.0074090747558829
696,5087,0.008182439752880688,0.0081824397528795
697,3959,0.008586962168886214,0.0085869621688859
698,5260,0.008344389269708818,0.0083443892697088
699,5323,0.008036110035753663,0.0080361100357541
700,5668,0.006394795187405378,0.006394795187406
701,5191,0.004088359905249583,0.0040883599052484
702,4649,0.003010427452486697,0.0030104274524878
703,6234,0.005284910859100322,0.0052849108591001
704,6606,0.007165486994431758,0.0071654869944315
705,5729,0.0067576497187114,0.0067576497187116
706,5375,0.00633732147394972,0.0063373214739488
707,5008,0.006362728732562384,0.0063627287325619
708,5582,0.004458113913325956,0.0044581139133246
709,3228,0.002102234309440898,0.0021022343094413
710,5170,0.001786167256776272,0.001786167256776
711,5501,0.0020819716069770955,0.0020819716069777
712,5319,0.0017928697960609696,0.0017928697960614
713,5532,0.001020504354786178,0.0010205043547859
714,5611,0.0009833772186509382,0.0009833772186513
715,5047,0.0010319226400934411,0.0010319226400936
716,3786,0.0010102530110076557,0.0010102530110076
717,4585,0.0009297842414531798,0.0009297842414527
718,5557,0.001350792089492403,0.0013507920894932
719,5267,0.001509361353471017,0.0015093613534716
720,4128,0.0015216199506774553,0.0015216199506776
721,3623,0.0012951603261731615,0.0012951603261725
722,1749,0.001183392795987226,0.0011833927959885
723,1787,0.0011172734085221903,0.0011172734085228
724,920,0.001235862273637589,0.0012358622736373
725,1013,0.0019594197042082095,0.0019594197042082
726,441,0.0,
727,2114,0.0,
728,3095,0.0,
729,1341,0.0,
730,1796,0.0,
731,2729,0.0,
